title,show_id,type,release_year,primary_country,genres_str,rating,date_added,date_added_year,date_added_month,director_primary,cast_primary,metadata
Tughlaq Durbar,s79,Movie,2020,Unknown,Comedies|Dramas|International Movies,TV-14,2021-09-11,2021,9,Delhiprasad Deenadayalan,Vijay Sethupathi,Tughlaq Durbar | A budding politician has devious plans to rise in the ranks ��� until an unexpected new presence begins to interfere with his every crooked move. | Comedies|Dramas|International Movies | Delhiprasad Deenadayalan | Vijay Sethupathi | Unknown
Tughlaq Durbar (Telugu),s80,Movie,2021,Unknown,Comedies|Dramas|International Movies,TV-14,2021-09-11,2021,9,Delhiprasad Deenadayalan,Vijay Sethupathi,Tughlaq Durbar (Telugu) | A budding politician has devious plans to rise in the ranks ��� until an unexpected new presence begins to interfere with his every crooked move. | Comedies|Dramas|International Movies | Delhiprasad Deenadayalan | Vijay Sethupathi | Unknown
Firedrake the Silver Dragon,s81,Movie,2021,Unknown,Children & Family Movies,TV-Y7,2021-09-10,2021,9,Tomer Eshed,Thomas Brodie-Sangster,"Firedrake the Silver Dragon | When his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free. | Children & Family Movies | Tomer Eshed | Thomas Brodie-Sangster | Unknown"
Kate,s82,Movie,2021,United States,Action & Adventure,R,2021-09-10,2021,9,Cedric Nicolas-Troyan,Mary Elizabeth Winstead,"Kate | Slipped a fatal poison on her final job, a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge. | Action & Adventure | Cedric Nicolas-Troyan | Mary Elizabeth Winstead | United States"
Lucifer,s83,Tv Show,2021,United States,Crime TV Shows|TV Comedies|TV Dramas,TV-14,2021-09-10,2021,9,,Tom Ellis,"Lucifer | Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective. | Crime TV Shows|TV Comedies|TV Dramas | Tom Ellis | United States"
Metal Shop Masters,s84,Tv Show,2021,Unknown,Reality TV,TV-MA,2021-09-10,2021,9,,Jo Koy,"Metal Shop Masters | On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize. | Reality TV | Jo Koy | Unknown"
Omo Ghetto: the Saga,s85,Movie,2020,Nigeria,Action & Adventure|Comedies|Dramas,TV-MA,2021-09-10,2021,9,JJC Skillz,Funke Akindele,"Omo Ghetto: the Saga | Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them. | Action & Adventure|Comedies|Dramas | JJC Skillz | Funke Akindele | Nigeria"
Pok��mon Master Journeys: The Series,s86,Tv Show,2021,Unknown,Anime Series|Kids' TV,TV-Y7,2021-09-10,2021,9,,Ikue Otani,"Pok��mon Master Journeys: The Series | As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every Pok��mon. Together, they're on a journey to adventure! | Anime Series|Kids' TV | Ikue Otani | Unknown"
Prey,s87,Movie,2021,Unknown,International Movies|Thrillers,TV-MA,2021-09-10,2021,9,Thomas Sieben,David Kross,Prey | A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter. | International Movies|Thrillers | Thomas Sieben | David Kross | Unknown
Titipo Titipo,s88,Tv Show,2019,Unknown,Kids' TV|Korean TV Shows,TV-Y,2021-09-10,2021,9,,Jeon Hae-ri,Titipo Titipo | Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably. | Kids' TV|Korean TV Shows | Jeon Hae-ri | Unknown
Blood Brothers: Malcolm X & Muhammad Ali,s89,Movie,2021,Unknown,Documentaries|Sports Movies,PG-13,2021-09-09,2021,9,Marcus Clarke,Malcolm X,"Blood Brothers: Malcolm X & Muhammad Ali | From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals. | Documentaries|Sports Movies | Marcus Clarke | Malcolm X | Unknown"
Mighty Raju,s90,Tv Show,2017,Unknown,Kids' TV,TV-Y7,2021-09-09,2021,9,,Julie Tejwani,"Mighty Raju | Born with superhuman abilities, young Raju wants to use his powers to make the world a better place ��� but that will mean facing plenty of challenges! | Kids' TV | Julie Tejwani | Unknown"
Paradise Hills,s91,Movie,2019,Spain,Sci-Fi & Fantasy|Thrillers,TV-MA,2021-09-09,2021,9,Alice Waddington,Emma Roberts,"Paradise Hills | Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That���s bad enough, but its real purpose is even worse. | Sci-Fi & Fantasy|Thrillers | Alice Waddington | Emma Roberts | Spain"
The Women and the Murderer,s92,Movie,2021,France,Documentaries|International Movies,TV-14,2021-09-09,2021,9,Mona Achache,,The Women and the Murderer | This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother. | Documentaries|International Movies | Mona Achache | France
Into the Night,s93,Tv Show,2021,Belgium,International TV Shows|TV Dramas|TV Mysteries,TV-MA,2021-09-08,2021,9,,Pauline Etienne,Into the Night | Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below. | International TV Shows|TV Dramas|TV Mysteries | Pauline Etienne | Belgium
JJ+E,s94,Movie,2021,Unknown,Dramas|International Movies|Romantic Movies,TV-MA,2021-09-08,2021,9,Alexis Almstr��m,Elsa ��hrn,"JJ+E | Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers? | Dramas|International Movies|Romantic Movies | Alexis Almstr��m | Elsa ��hrn | Unknown"
Show Dogs,s95,Movie,2018,United Kingdom,Children & Family Movies|Comedies,PG,2021-09-08,2021,9,Raja Gosnell,Will Arnett,Show Dogs | A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale. | Children & Family Movies|Comedies | Raja Gosnell | Will Arnett | United Kingdom
The Circle,s96,Tv Show,2021,United States,Reality TV,TV-MA,2021-09-08,2021,9,,Michelle Buteau,"The Circle | Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000. | Reality TV | Michelle Buteau | United States"
If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,s97,Movie,2018,United States,Documentaries|Music & Musicals,TV-MA,2021-09-07,2021,9,Stephen Kijak,Ronnie Van Zandt,"If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd | Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant. | Documentaries|Music & Musicals | Stephen Kijak | Ronnie Van Zandt | United States"
Kid Cosmic,s98,Tv Show,2021,United States,Kids' TV|TV Comedies|TV Sci-Fi & Fantasy,TV-Y7,2021-09-07,2021,9,,Jack Fisher,Kid Cosmic | A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined ��� and he can't do it alone. | Kids' TV|TV Comedies|TV Sci-Fi & Fantasy | Jack Fisher | United States
Octonauts: Above & Beyond,s99,Tv Show,2021,United Kingdom,British TV Shows|Kids' TV,TV-Y,2021-09-07,2021,9,,Antonio Aakeel,"Octonauts: Above & Beyond | The Octonauts expand their exploration beyond the sea �����and onto land! With new rides and new friends, they'll protect any habitats and animals at risk. | British TV Shows|Kids' TV | Antonio Aakeel | United Kingdom"
On the Verge,s100,Tv Show,2021,France,TV Comedies|TV Dramas,TV-MA,2021-09-07,2021,9,,Julie Delpy,"On the Verge | Four women ��� a chef, a single mom, an heiress and a job seeker ��� dig into love and work, with a generous side of midlife crises, in pre-pandemic LA. | TV Comedies|TV Dramas | Julie Delpy | France"
Tobot Galaxy Detectives,s101,Tv Show,2019,Unknown,Kids' TV,TV-Y7,2021-09-07,2021,9,,Austin Abell,"Tobot Galaxy Detectives | An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil. | Kids' TV | Austin Abell | Unknown"
Untold: Breaking Point,s102,Movie,2021,United States,Documentaries|Sports Movies,TV-MA,2021-09-07,2021,9,Chapman Way,,"Untold: Breaking Point | Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court. | Documentaries|Sports Movies | Chapman Way | United States"
Countdown: Inspiration4 Mission to Space,s103,Tv Show,2021,Unknown,Docuseries|Science & Nature TV,TV-14,2021-09-06,2021,9,Jason Hehir,,"Countdown: Inspiration4 Mission to Space | From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission. | Docuseries|Science & Nature TV | Jason Hehir | Unknown"
Shadow Parties,s104,Movie,2020,Unknown,Dramas|International Movies|Thrillers,TV-MA,2021-09-06,2021,9,Yemi Amodu,Jide Kosoko,Shadow Parties | A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals. | Dramas|International Movies|Thrillers | Yemi Amodu | Jide Kosoko | Unknown
Tayo the Little Bus,s105,Tv Show,2016,South Korea,Kids' TV|Korean TV Shows,TV-Y,2021-09-06,2021,9,,Robyn Slade,"Tayo the Little Bus | As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day. | Kids' TV|Korean TV Shows | Robyn Slade | South Korea"
Angamaly Diaries,s106,Movie,2017,India,Action & Adventure|Comedies|Dramas,TV-14,2021-09-05,2021,9,Lijo Jose Pellissery,Antony Varghese,"Angamaly Diaries | After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law. | Action & Adventure|Comedies|Dramas | Lijo Jose Pellissery | Antony Varghese | India"
Bunk'd,s107,Tv Show,2021,United States,Kids' TV|TV Comedies,TV-G,2021-09-05,2021,9,,Peyton List,"Bunk'd | The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met. | Kids' TV|TV Comedies | Peyton List | United States"
A Champion Heart,s108,Movie,2018,United States,Children & Family Movies|Dramas,G,2021-09-04,2021,9,David de Vos,Mandy Grace,"A Champion Heart | When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected. | Children & Family Movies|Dramas | David de Vos | Mandy Grace | United States"
Dive Club,s109,Tv Show,2021,Australia,Kids' TV|TV Dramas|Teen TV Shows,TV-G,2021-09-03,2021,9,,Aubri Ibrag,"Dive Club | On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing. | Kids' TV|TV Dramas|Teen TV Shows | Aubri Ibrag | Australia"
La casa de papel,s110,Tv Show,2021,Spain,Crime TV Shows|International TV Shows|Spanish-Language TV Shows,TV-MA,2021-09-03,2021,9,,��rsula Corber��,La casa de papel | Eight thieves take hostages and lock themselves in the Royal Mint of Spain as a criminal mastermind manipulates the police to carry out his plan. | Crime TV Shows|International TV Shows|Spanish-Language TV Shows | ��rsula Corber�� | Spain
Money Heist: From Tokyo to Berlin,s111,Tv Show,2021,Unknown,Docuseries|International TV Shows|Spanish-Language TV Shows,TV-MA,2021-09-03,2021,9,Luis Alfaro,,"Money Heist: From Tokyo to Berlin | The filmmakers and actors behind ""Money Heist"" characters like Tokyo and the Professor talk about the emotional artistic process of filming the series. | Docuseries|International TV Shows|Spanish-Language TV Shows | Luis Alfaro | Unknown"
Sharkdog,s112,Tv Show,2021,United States,Kids' TV,TV-Y,2021-09-03,2021,9,,Liam Mitchell,"Sharkdog | Half shark, half dog with a big heart and a belly full of fish sticks! Together, Sharkdog and his human pal Max can take on any silly or messy adventure. | Kids' TV | Liam Mitchell | United States"
Worth,s113,Movie,2021,Unknown,Dramas,PG-13,2021-09-03,2021,9,Sara Colangelo,Michael Keaton,"Worth | In the wake of the Sept. 11 attacks, a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost. Based on real events. | Dramas | Sara Colangelo | Michael Keaton | Unknown"
Afterlife of the Party,s114,Movie,2021,Unknown,Comedies|Romantic Movies,TV-PG,2021-09-02,2021,9,Stephen Herek,Victoria Justice,Afterlife of the Party | Cassie lives to party... until she dies in a freak accident. Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings. | Comedies|Romantic Movies | Stephen Herek | Victoria Justice | Unknown
Anjaam,s115,Movie,1994,India,Dramas|International Movies|Thrillers,TV-14,2021-09-02,2021,9,Rahul Rawail,Madhuri Dixit,"Anjaam | A wealthy industrialist���s dangerous obsession with a flight attendant destroys her world, until she takes matters into her own hands to exact revenge. | Dramas|International Movies|Thrillers | Rahul Rawail | Madhuri Dixit | India"
Bright Star,s116,Movie,2009,United Kingdom,Dramas|Romantic Movies,PG,2021-09-02,2021,9,Jane Campion,Abbie Cornish,Bright Star | This drama details the passionate three-year romance between Romantic poet John Keats ��� who died tragically at age 25 ��� and his great love and muse. | Dramas|Romantic Movies | Jane Campion | Abbie Cornish | United Kingdom
Dhanak,s117,Movie,2015,India,Comedies|Dramas|Independent Movies,TV-PG,2021-09-02,2021,9,Nagesh Kukunoor,Krrish Chhabria,Dhanak | A movie-loving 10-year-old and her blind little brother trek to meet Indian superstar Shah Rukh Khan for help in getting the boy an eye operation. | Comedies|Dramas|Independent Movies | Nagesh Kukunoor | Krrish Chhabria | India
Final Account,s118,Movie,2021,United Kingdom,Documentaries,PG-13,2021-09-02,2021,9,Luke Holland,,Final Account | This documentary stitches together never-before-seen interviews with the last living generation of people who participated in Hitler's Third Reich. | Documentaries | Luke Holland | United Kingdom
Gurgaon,s119,Movie,2017,India,Dramas|International Movies|Thrillers,TV-14,2021-09-02,2021,9,Shanker Raman,Akshay Oberoi,"Gurgaon | When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems ��� and plans ��� of his own. | Dramas|International Movies|Thrillers | Shanker Raman | Akshay Oberoi | India"
Here and There,s120,Movie,2020,Unknown,Dramas|International Movies|Romantic Movies,TV-MA,2021-09-02,2021,9,JP Habac,Janine Gutierrez,"Here and There | After meeting through a heated exchange on social media, two people with different backgrounds begin an online romance in the midst of a pandemic. | Dramas|International Movies|Romantic Movies | JP Habac | Janine Gutierrez | Unknown"
